scenario,algo,seed,step,elapsed_ms
2ec_low_off,tetris,200496737,2,1.5626
2ec_low_off,tetris,200496737,3,2.1306
2ec_low_off,tetris,200496737,4,1.4157
2ec_low_off,tetris,200496737,5,1.4283
2ec_low_off,tetris,200496737,6,1.5953
2ec_low_off,tetris,200496737,7,1.8887
2ec_low_off,tetris,200496737,8,3.1731
2ec_low_off,tetris,200496737,9,1.4912
2ec_low_off,tetris,200496737,10,1.4181
2ec_low_off,tetris,200496737,11,2.065
2ec_high_on,tetris,200496737,1,3.3148
2ec_high_on,tetris,200496737,2,1.8733
2ec_high_on,tetris,200496737,3,1.6455
2ec_high_on,tetris,200496737,4,1.4215
2ec_high_on,tetris,200496737,5,1.537
2ec_high_on,tetris,200496737,6,2.2978
2ec_high_off,tetris,200496737,1,2.764
2ec_high_off,tetris,200496737,2,2.1566
2ec_high_off,tetris,200496737,3,1.7654
2ec_high_off,tetris,200496737,4,1.7202
2ec_high_off,tetris,200496737,5,2.8419
2ec_high_off,tetris,200496737,6,2.0029
sample,tetris,633816299,1,3.9627
sample,tetris,633816299,2,1.6557
sample,tetris,633816299,3,1.4595
sample,tetris,633816299,4,1.0832
sample,tetris,633816299,5,1.1568
sample,tetris,633816299,6,1.6267
sample,tetris,633816299,7,2.3476
sample,tetris,633816299,8,3.4637
sample,tetris,633816299,9,1.4152
sample,tetris,633816299,10,1.5766
sample,tetris,633816299,11,1.9092
sample,tetris,633816299,12,0.9839
sample,tetris,633816299,13,1.4286
sample,tetris,633816299,14,2.2999
sample,tetris,633816299,15,1.8001
sample,tetris,633816299,16,2.1256
sample,tetris,633816299,17,1.4085
sample,tetris,633816299,18,1.6668
sample,tetris,633816299,19,2.7313
sample,tetris,633816299,20,1.3238
sample,tetris,633816299,21,3.6723
sample,tetris,633816299,22,2.6847
sample,tetris,633816299,23,1.2214
sample,tetris,633816299,24,1.5976
sample,tetris,633816299,25,1.9002
sample,tetris,633816299,26,1.2555
sample,tetris,633816299,27,1.5148
sample,tetris,633816299,28,1.7651
sample,tetris,633816299,29,2.0077
sample,tetris,633816299,30,1.3886
sample,tetris,633816299,31,1.1687
sample,tetris,633816299,32,1.1117
sample,tetris,633816299,33,1.3507
sample,tetris,633816299,34,2.761
sample,tetris,633816299,35,1.9361
sample,tetris,633816299,36,1.5913
sample,tetris,633816299,37,1.5173
sample,tetris,633816299,38,0.9691
sample,tetris,633816299,39,2.0836
sample,tetris,633816299,40,1.5732
sample,tetris,633816299,41,1.151
sample,tetris,633816299,42,1.7048
sample,tetris,633816299,43,1.8942
sample,tetris,633816299,44,1.4098
